"CountryCode","SeriesCode","DESCRIPTION",
"CRI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CRI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","IT.MLT.MAIN","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"CRI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CRI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CRI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CRI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"CRI","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CRI","IT.CEL.SETS","Instituto Costarricense de Electricidad (ICE).",
"CUB","IT.NET.BBND","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CUB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CUB","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air.",
"CUB","ST.INT.XPND.CD","Compiled from data reported by the country.",
"CUB","IT.CEL.SETS.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CUB","ST.INT.DPRT","Departures - trips abroad by resident tourists. Including only tours authorized by the ""Instituto de Turismo"".",
"CUB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CUB","IT.NET.BBND.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.MLT.MAIN","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CUB","ST.INT.TRNX.CD","Compiled from data reported by the country.",
"CUB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CUB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","ST.INT.TVLR.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CUB","ST.INT.TVLX.CD","Compiled from data reported by the country.",
"CUB","ST.INT.TRNR.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CUB","IT.CEL.SETS","Ministerio de la Informática y las Comunicaciones.",
"CUB","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"CUB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CUB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CUB","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CUB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CUB","IT.MLT.MAIN.P2","Ministerio de la Informática y las Comunicaciones.",
"CUW","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air.",
"CUW","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CUW","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CUW","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","SP.DYN.CDRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.TFRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.LE00.MA.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006 source: Central Bank of the Netherlands Antilles.",
"CUW","SP.POP.GROW","Data source: Central bureau of Statistics Netherlands Antilles",
"CUW","SP.DYN.CBRT.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CUW","SP.POP.TOTL","Data source: Central bureau of Statistics",
"CUW","SP.DYN.LE00.FE.IN","Data source: Central bureau of Statistics",
"CUW","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2006 source: Central Bank of the Netherlands Antilles.",
"CUW","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CYM","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air.",
"CYM","IT.NET.BBND","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","SP.DYN.CDRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CYM","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"CYM","SP.DYN.LE00.MA.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","ST.INT.XPND.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"CYM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CYM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CYM","SP.DYN.LE00.FE.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.RCPT.CD","Compiled from data reported by the country. 1995-2006 source: Central Bank of the Netherlands Antilles.",
"CYM","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.TRNX.CD","Compiled from data reported by the country.",
"CYM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","SP.DYN.CBRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.TVLR.CD","Compiled from data reported by the country.",
"CYM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CYM","ST.INT.TRNR.CD","Compiled from data reported by the country.",
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","ST.INT.TVLX.CD","Compiled from data reported by the country.",
"CYM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CYP","SL.TLF.PART.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.PART.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.POP.BRTH.MF","Including Northern-Cyprus.",
"CYP","SP.DYN.TO65.MA.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.0014.FE.ZS","Including Northern-Cyprus.",
"CYP","SL.TLF.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SL.TLF.CACT.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.POP.0014.MA.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus.",
"CYP","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.POP.1564.FE.ZS","Including Northern-Cyprus.",
"CYP","SL.TLF.ACTI.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CYP","MS.MIL.XPND.CD","1985-2003 SIPRI estimates.",
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus.",
"CYP","NY.GNP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","IT.CEL.SETS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CYP","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CYP","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","SP.POP.1564.MA.ZS","Including Northern-Cyprus.",
"CYP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CYP","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Northern-Cyprus.",
"CYP","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CYP","IT.NET.BBND.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CYP","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CYP","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CYP","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus.",
"CYP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.PART.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CYP","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SP.POP.65UP.FE.ZS","Including Northern-Cyprus.",
"CYP","SL.UEM.TOTL.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.POP.65UP.MA.ZS","Including Northern-Cyprus.",
"CYP","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","NE.CON.PRVT.PC.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","NY.GNP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NE.CON.PRVT.PC.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","ST.INT.DPRT","Departures - trips abroad by resident visitors. Passenger Survey conducted by the Statistical Service of Cyprus.",
"CYP","NY.GNP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","NY.GNP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Northern-Cyprus.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","IT.MLT.MAIN.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.MLT.MAIN","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.NET.BBND","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","NY.GDP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SP.POP.TOTL.MA.ZS","Including Northern-Cyprus.",
"CYP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CYP","NY.GDP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","MS.MIL.XPND.ZS","1995-2003 SIPRI estimates.",
"CYP","IT.CEL.SETS.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","NY.GNP.MKTP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SP.DYN.TO65.FE.ZS","Including Northern-Cyprus.",
"CYP","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","NY.GDP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Passenger Survey conducted by the Statistical Service of Cyprus.",
"CYP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CYP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CYP","SP.POP.TOTL.FE.ZS","Including Northern-Cyprus.",
"CYP","NY.GNP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CYP","MS.MIL.XPND.CN","1985-2003 SIPRI estimates.",
"CYP","PA.NUS.FCRF","Data are reported in Cypriot pounds.",
"CZE","IT.NET.BBND","Ministry of Economy. Czech Telecommunication Office.",
"CZE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CZE","IT.MLT.MAIN.P2","Ministry of Economy. Czech Telecommunication Office.",
"CZE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Year Book",
"CZE","ST.INT.ARVL","Arrivals of non-resident tourists in all types of accommodation establishments. Non-resident tourists staying in all collective accommodation establishments - Source: Czech Statistical Office.",
"CZE","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CZE","IT.NET.USER.ZS","Ministry of Economy. Czech Telecommunication Office.",
"CZE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CZE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CZE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CZE","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CZE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CZE","IT.NET.BBND.P2","Ministry of Economy. Czech Telecommunication Office.",
"CZE","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CZE","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CZE","SP.POP.TOTL","Data source: Eurostat",
"CZE","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"CZE","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
